Length,Height,Weight,Age
0.515,0.12,0.625,Infant
0.515,0.135,0.711,Infant
0.515,0.135,0.6965,Infant
0.52,0.13,0.5825,Infant
0.52,0.125,0.663,Infant
0.525,0.125,0.6965,Infant
0.53,0.13,0.694,Infant
0.53,0.155,0.81,Infant
0.53,0.11,0.5745,Infant
0.53,0.13,0.7675,Infant
0.535,0.135,0.6025,Infant
0.535,0.15,0.5765,Infant
0.54,0.14,0.7265,Infant
0.545,0.135,0.7715,Infant
0.545,0.15,0.7285,Infant
0.545,0.135,0.5945,Infant
0.55,0.145,0.7895,Infant
0.55,0.14,0.7535,Infant
0.55,0.135,0.7305,Infant
0.555,0.155,0.7395,Infant
0.555,0.14,0.7665,Infant
0.555,0.145,0.7905,Infant
0.56,0.135,0.8205,Infant
0.56,0.145,0.688,Infant
0.56,0.145,0.974,Infant
0.565,0.175,0.8735,Infant
0.57,0.145,0.751,Infant
0.57,0.135,0.794,Infant
0.57,0.13,0.7665,Infant
0.585,0.16,1.0505,Infant
0.59,0.135,0.7715,Infant
0.6,0.15,1.12,Infant
0.605,0.15,1.238,Infant
0.605,0.13,0.9025,Infant
0.61,0.15,0.9605,Infant
0.63,0.18,1.272,Infant
0.63,0.145,1.0605,Infant
0.14,0.035,0.014,Infant
0.23,0.06,0.0515,Infant
0.365,0.135,0.2215,Infant
0.365,0.08,0.1985,Infant
0.37,0.095,0.232,Infant
0.375,0.085,0.3155,Infant
0.385,0.09,0.247,Infant
0.395,0.09,0.3025,Infant
0.4,0.11,0.329,Infant
0.4,0.09,0.2815,Infant
0.405,0.095,0.3425,Infant
0.405,0.09,0.2825,Infant
0.405,0.105,0.304,Infant
0.41,0.095,0.2905,Infant
0.425,0.105,0.389,Infant
0.43,0.105,0.4405,Infant
0.44,0.105,0.369,Infant
0.44,0.11,0.4465,Infant
0.455,0.135,0.501,Infant
0.46,0.11,0.436,Infant
0.47,0.14,0.4615,Infant
0.47,0.125,0.4315,Infant
0.47,0.12,0.3685,Infant
0.475,0.115,0.459,Infant
0.48,0.125,0.542,Infant
0.485,0.12,0.4725,Infant
0.515,0.125,0.556,Infant
0.515,0.125,0.5625,Infant
0.53,0.13,0.7045,Infant
0.615,0.13,0.8425,Infant
0.21,0.045,0.0475,Infant
0.285,0.055,0.101,Infant
0.295,0.07,0.121,Infant
0.3,0.085,0.117,Infant
0.305,0.09,0.1465,Infant
0.335,0.08,0.168,Infant
0.35,0.075,0.18,Infant
0.355,0.075,0.1775,Infant
0.355,0.09,0.1985,Infant
0.36,0.095,0.2,Infant
0.36,0.075,0.2205,Infant
0.36,0.075,0.1845,Infant
0.365,0.085,0.2225,Infant
0.37,0.095,0.2175,Infant
0.375,0.08,0.2165,Infant
0.38,0.095,0.243,Infant
0.38,0.1,0.237,Infant
0.385,0.09,0.2365,Infant
0.385,0.095,0.257,Infant
0.385,0.09,0.308,Infant
0.39,0.09,0.252,Infant
0.39,0.1,0.281,Infant
0.39,0.1,0.2225,Infant
0.41,0.09,0.304,Infant
0.41,0.09,0.28,Infant
0.415,0.1,0.313,Infant
0.425,0.11,0.317,Infant
0.425,0.08,0.303,Infant
0.435,0.1,0.3295,Infant
0.435,0.11,0.367,Infant
0.45,0.095,0.3245,Infant
0.45,0.11,0.4195,Infant
0.455,0.115,0.457,Infant
0.46,0.11,0.4,Infant
0.46,0.11,0.4255,Infant
0.465,0.12,0.4365,Infant
0.465,0.11,0.393,Infant
0.47,0.125,0.499,Infant
0.475,0.145,0.6325,Infant
0.475,0.125,0.4905,Infant
0.48,0.125,0.474,Infant
0.48,0.12,0.536,Infant
0.485,0.13,0.6025,Infant
0.49,0.115,0.4615,Infant
0.49,0.135,0.624,Infant
0.495,0.125,0.4715,Infant
0.495,0.105,0.602,Infant
0.5,0.12,0.616,Infant
0.5,0.12,0.5955,Infant
0.5,0.14,0.559,Infant
0.51,0.13,0.6025,Infant
0.515,0.125,0.4725,Infant
0.515,0.105,0.4745,Infant
0.515,0.125,0.6635,Infant
0.515,0.125,0.5705,Infant
0.52,0.145,0.646,Infant
0.52,0.13,0.5545,Infant
0.525,0.12,0.664,Infant
0.525,0.135,0.615,Infant
0.525,0.14,0.654,Infant
0.53,0.12,0.5965,Infant
0.53,0.135,0.6255,Infant
0.53,0.145,0.555,Infant
0.53,0.13,0.8365,Infant
0.535,0.13,0.657,Infant
0.54,0.17,0.836,Infant
0.54,0.14,0.742,Infant
0.54,0.14,0.8195,Infant
0.54,0.14,0.6275,Infant
0.54,0.13,0.7205,Infant
0.54,0.135,0.686,Infant
0.545,0.13,0.686,Infant
0.545,0.12,0.543,Infant
0.545,0.125,0.717,Infant
0.55,0.15,0.639,Infant
0.55,0.135,0.816,Infant
0.55,0.145,0.7815,Infant
0.55,0.15,0.7665,Infant
0.555,0.13,0.5585,Infant
0.555,0.14,0.765,Infant
0.555,0.145,0.9005,Infant
0.56,0.15,0.8225,Infant
0.56,0.13,0.7235,Infant
0.565,0.155,0.743,Infant
0.57,0.17,0.848,Infant
0.57,0.145,0.833,Infant
0.57,0.155,0.867,Infant
0.57,0.145,0.7405,Infant
0.575,0.135,0.7965,Infant
0.575,0.125,0.78,Infant
0.575,0.17,0.8015,Infant
0.575,0.135,0.807,Infant
0.58,0.125,0.7095,Infant
0.59,0.145,1.022,Infant
0.59,0.145,0.9015,Infant
0.595,0.15,0.8335,Infant
0.6,0.17,0.9175,Infant
0.605,0.145,0.8025,Infant
0.61,0.125,0.9225,Infant
0.62,0.18,1.154,Infant
0.62,0.16,1.066,Infant
0.62,0.14,0.8565,Infant
0.62,0.135,0.924,Infant
0.625,0.155,1.1955,Infant
0.625,0.15,1.044,Infant
0.635,0.165,1.489,Infant
0.275,0.09,0.2315,Infant
0.375,0.1,0.394,Infant
0.435,0.12,0.5965,Infant
0.455,0.105,0.422,Infant
0.455,0.135,0.82,Infant
0.455,0.11,0.434,Infant
0.465,0.14,0.7615,Infant
0.485,0.105,0.5205,Infant
0.485,0.16,0.869,Infant
0.535,0.18,1.0835,Infant
0.545,0.165,0.8935,Infant
0.575,0.13,0.8145,Infant
0.585,0.15,0.8915,Infant
0.185,0.04,0.027,Infant
0.24,0.055,0.0555,Infant
0.31,0.075,0.1275,Infant
0.34,0.085,0.1885,Infant
0.35,0.08,0.2,Infant
0.365,0.085,0.197,Infant
0.365,0.085,0.223,Infant
0.365,0.075,0.2215,Infant
0.39,0.105,0.2665,Infant
0.405,0.09,0.269,Infant
0.41,0.095,0.2805,Infant
0.41,0.105,0.3305,Infant
0.415,0.09,0.2815,Infant
0.415,0.1,0.2805,Infant
0.415,0.095,0.311,Infant
0.42,0.1,0.368,Infant
0.43,0.1,0.3405,Infant
0.435,0.1,0.3245,Infant
0.435,0.11,0.38,Infant
0.435,0.105,0.335,Infant
0.435,0.12,0.3215,Infant
0.445,0.11,0.358,Infant
0.465,0.11,0.445,Infant
0.47,0.12,0.487,Infant
0.475,0.105,0.4535,Infant
0.485,0.13,0.568,Infant
0.485,0.12,0.5155,Infant
0.485,0.115,0.457,Infant
0.495,0.135,0.5095,Infant
0.495,0.145,0.5,Infant
0.495,0.14,0.494,Infant
0.5,0.11,0.5605,Infant
0.505,0.13,0.599,Infant
0.505,0.145,0.7045,Infant
0.515,0.135,0.7125,Infant
0.515,0.15,0.6725,Infant
0.52,0.11,0.5185,Infant
0.52,0.14,0.6375,Infant
0.52,0.125,0.5805,Infant
0.52,0.115,0.6645,Infant
0.52,0.115,0.581,Infant
0.525,0.12,0.596,Infant
0.525,0.145,0.6965,Infant
0.525,0.145,0.6095,Infant
0.53,0.14,0.677,Infant
0.53,0.16,0.7245,Infant
0.53,0.13,0.575,Infant
0.53,0.12,0.632,Infant
0.535,0.14,1.0015,Infant
0.54,0.135,0.6555,Infant
0.54,0.125,0.6255,Infant
0.545,0.14,0.8145,Infant
0.545,0.14,0.687,Infant
0.55,0.14,0.7995,Infant
0.55,0.13,0.804,Infant
0.555,0.175,0.738,Infant
0.56,0.165,0.832,Infant
0.565,0.145,0.8445,Infant
0.565,0.155,0.8715,Infant
0.575,0.135,0.8715,Infant
0.575,0.135,0.8245,Infant
0.58,0.145,0.7905,Infant
0.605,0.165,1.071,Infant
0.64,0.135,1.1,Infant
0.65,0.15,1.238,Infant
0.135,0.04,0.029,Infant
0.16,0.025,0.0195,Infant
0.21,0.055,0.0465,Infant
0.28,0.075,0.1195,Infant
0.28,0.065,0.0895,Infant
0.285,0.06,0.0935,Infant
0.29,0.07,0.1115,Infant
0.29,0.06,0.1195,Infant
0.29,0.065,0.097,Infant
0.32,0.07,0.133,Infant
0.325,0.07,0.1745,Infant
0.335,0.08,0.1695,Infant
0.35,0.08,0.17,Infant
0.35,0.07,0.1605,Infant
0.355,0.105,0.271,Infant
0.36,0.085,0.2185,Infant
0.36,0.085,0.196,Infant
0.375,0.08,0.226,Infant
0.375,0.085,0.22,Infant
0.395,0.095,0.3,Infant
0.405,0.09,0.2875,Infant
0.415,0.11,0.316,Infant
0.425,0.095,0.3675,Infant
0.43,0.11,0.3675,Infant
0.435,0.12,0.346,Infant
0.46,0.11,0.4675,Infant
0.47,0.105,0.441,Infant
0.475,0.12,0.5185,Infant
0.51,0.135,0.6855,Infant
0.255,0.06,0.086,Infant
0.27,0.065,0.1065,Infant
0.28,0.08,0.132,Infant
0.285,0.07,0.1075,Infant
0.32,0.085,0.1745,Infant
0.325,0.07,0.152,Infant
0.385,0.1,0.2755,Infant
0.395,0.1,0.293,Infant
0.405,0.09,0.312,Infant
0.415,0.12,0.336,Infant
0.42,0.115,0.355,Infant
0.44,0.115,0.379,Infant
0.445,0.12,0.378,Infant
0.465,0.09,0.4325,Infant
0.48,0.135,0.5465,Infant
0.49,0.11,0.538,Infant
0.55,0.115,0.668,Infant
0.405,0.09,0.2825,Infant
0.37,0.1,0.25,Infant
0.41,0.11,0.315,Infant
0.325,0.055,0.166,Infant
0.455,0.08,0.452,Infant
0.385,0.09,0.232,Infant
0.13,0.035,0.0105,Infant
0.18,0.045,0.0275,Infant
0.31,0.05,0.1445,Infant
0.455,0.125,0.433,Infant
0.475,0.11,0.4555,Infant
0.4,0.1,0.127,Infant
0.32,0.075,0.1735,Infant
0.46,0.11,0.3945,Infant
0.28,0.075,0.1225,Infant
0.38,0.085,0.2735,Infant
0.165,0.015,0.0145,Infant
0.19,0.03,0.0295,Infant
0.215,0.03,0.0385,Infant
0.32,0.08,0.1485,Infant
0.215,0.055,0.0605,Infant
0.43,0.11,0.3675,Infant
0.26,0.08,0.099,Infant
0.37,0.09,0.233,Infant
0.405,0.105,0.3625,Infant
0.27,0.08,0.081,Infant
0.275,0.08,0.1365,Infant
0.33,0.08,0.19,Infant
0.355,0.11,0.2235,Infant
0.275,0.075,0.086,Infant
0.46,0.11,0.444,Infant
0.355,0.1,0.2275,Infant
0.59,0.16,0.893,Infant
0.485,0.14,0.5705,Infant
0.435,0.12,0.4475,Infant
0.405,0.105,0.347,Infant
0.42,0.1,0.352,Infant
0.33,0.09,0.18,Infant
0.325,0.1,0.185,Infant
0.34,0.09,0.179,Infant
0.415,0.1,0.385,Infant
0.495,0.125,0.585,Infant
0.315,0.07,0.137,Infant
0.4,0.1,0.2875,Infant
0.395,0.105,0.306,Infant
0.48,0.145,0.5825,Infant
0.42,0.115,0.3435,Infant
0.31,0.09,0.1455,Infant
0.255,0.07,0.075,Infant
0.17,0.055,0.0235,Infant
0.56,0.17,0.9445,Infant
0.42,0.115,0.354,Infant
0.435,0.11,0.383,Infant
0.535,0.155,0.6315,Infant
0.415,0.115,0.3285,Infant
0.525,0.15,0.7365,Infant
0.47,0.135,0.567,Infant
0.515,0.14,0.6505,Infant
0.3,0.09,0.1425,Infant
0.625,0.16,1.2395,Infant
0.61,0.17,1.0385,Infant
0.625,0.155,0.972,Infant
0.635,0.19,1.3315,Infant
0.5,0.155,0.762,Infant
0.445,0.1,0.437,Infant
0.44,0.165,0.435,Infant
0.555,0.17,0.8435,Infant
0.655,0.145,1.25,Infant
0.625,0.175,1.411,Infant
0.62,0.17,1.208,Infant
0.5,0.12,0.537,Infant
0.42,0.11,0.28,Infant
0.52,0.16,0.595,Infant
0.575,0.17,0.9315,Infant
0.565,0.155,0.782,Infant
0.52,0.14,0.525,Infant
0.635,0.18,1.319,Infant
0.335,0.095,0.17,Infant
0.275,0.08,0.096,Infant
0.325,0.08,0.0995,Infant
0.275,0.065,0.092,Infant
0.235,0.065,0.0625,Infant
0.25,0.06,0.073,Infant
0.25,0.065,0.071,Infant
0.2,0.05,0.036,Infant
0.355,0.09,0.1925,Infant
0.42,0.1,0.2865,Infant
0.285,0.07,0.109,Infant
0.3,0.075,0.127,Infant
0.31,0.105,0.2885,Infant
0.34,0.075,0.18,Infant
0.375,0.075,0.144,Infant
0.415,0.1,0.4665,Infant
0.415,0.105,0.33,Infant
0.415,0.09,0.3625,Infant
0.42,0.1,0.34,Infant
0.425,0.105,0.365,Infant
0.47,0.11,0.5555,Infant
0.475,0.12,0.53,Infant
0.505,0.185,0.6125,Infant
0.66,0.215,1.786,Infant
0.205,0.065,0.04,Infant
0.225,0.07,0.0565,Infant
0.23,0.05,0.064,Infant
0.275,0.07,0.0875,Infant
0.28,0.055,0.106,Infant
0.28,0.08,0.1315,Infant
0.295,0.07,0.126,Infant
0.31,0.075,0.155,Infant
0.315,0.07,0.149,Infant
0.34,0.07,0.185,Infant
0.37,0.08,0.2545,Infant
0.38,0.085,0.237,Infant
0.39,0.1,0.279,Infant
0.405,0.065,0.3205,Infant
0.415,0.1,0.3335,Infant
0.44,0.11,0.3885,Infant
0.44,0.115,0.545,Infant
0.44,0.1,0.4165,Infant
0.44,0.12,0.495,Infant
0.45,0.125,0.4775,Infant
0.45,0.12,0.468,Infant
0.46,0.12,0.4155,Infant
0.46,0.115,0.4215,Infant
0.465,0.11,0.474,Infant
0.475,0.11,0.5735,Infant
0.475,0.105,0.468,Infant
0.5,0.11,0.494,Infant
0.505,0.12,0.6005,Infant
0.22,0.05,0.049,Infant
0.275,0.07,0.1055,Infant
0.29,0.06,0.1045,Infant
0.33,0.075,0.163,Infant
0.355,0.095,0.2275,Infant
0.375,0.1,0.219,Infant
0.415,0.1,0.3645,Infant
0.425,0.115,0.3265,Infant
0.425,0.1,0.3515,Infant
0.43,0.1,0.3465,Infant
0.44,0.1,0.407,Infant
0.44,0.115,0.4215,Infant
0.46,0.11,0.3755,Infant
0.46,0.12,0.5335,Infant
0.465,0.105,0.442,Infant
0.475,0.1,0.1315,Infant
0.475,0.115,0.5205,Infant
0.485,0.13,0.5535,Infant
0.49,0.125,0.5445,Infant
0.495,0.12,0.512,Infant
0.5,0.125,0.583,Infant
0.51,0.155,0.5395,Infant
0.51,0.15,0.625,Infant
0.515,0.125,0.5925,Infant
0.52,0.135,0.633,Infant
0.55,0.13,0.636,Infant
0.555,0.13,0.648,Infant
0.19,0.03,0.0315,Infant
0.21,0.045,0.04,Infant
0.25,0.06,0.0635,Infant
0.29,0.065,0.0985,Infant
0.335,0.08,0.167,Infant
0.34,0.085,0.2015,Infant
0.345,0.095,0.183,Infant
0.355,0.08,0.187,Infant
0.36,0.08,0.1795,Infant
0.37,0.09,0.2065,Infant
0.375,0.14,0.3,Infant
0.375,0.095,0.2295,Infant
0.385,0.125,0.343,Infant
0.385,0.085,0.244,Infant
0.395,0.1,0.3075,Infant
0.4,0.1,0.3415,Infant
0.405,0.1,0.271,Infant
0.405,0.11,0.91,Infant
0.405,0.1,0.268,Infant
0.405,0.09,0.2885,Infant
0.41,0.1,0.3,Infant
0.41,0.11,0.326,Infant
0.415,0.1,0.358,Infant
0.42,0.115,0.314,Infant
0.42,0.11,0.4025,Infant
0.43,0.11,0.3645,Infant
0.445,0.11,0.4235,Infant
0.45,0.095,0.3505,Infant
0.455,0.115,0.486,Infant
0.46,0.1,0.471,Infant
0.46,0.105,0.415,Infant
0.475,0.115,0.5195,Infant
0.485,0.125,0.5215,Infant
0.485,0.14,0.4475,Infant
0.49,0.125,0.5585,Infant
0.505,0.125,0.596,Infant
0.505,0.135,0.5385,Infant
0.51,0.145,0.7665,Infant
0.515,0.11,0.531,Infant
0.525,0.13,0.607,Infant
0.525,0.13,0.6445,Infant
0.525,0.12,0.6315,Infant
0.55,0.145,0.712,Infant
0.55,0.145,0.89,Infant
0.55,0.155,0.912,Infant
0.55,0.135,0.656,Infant
0.55,0.15,0.936,Infant
0.555,0.145,0.6975,Infant
0.56,0.14,0.825,Infant
0.56,0.135,0.72,Infant
0.565,0.15,0.8215,Infant
0.585,0.145,0.8465,Infant
0.585,0.145,0.6735,Infant
0.24,0.05,0.0545,Infant
0.255,0.055,0.0725,Infant
0.275,0.055,0.0925,Infant
0.32,0.09,0.183,Infant
0.325,0.075,0.1525,Infant
0.33,0.075,0.187,Infant
0.36,0.09,0.232,Infant
0.375,0.095,0.196,Infant
0.375,0.09,0.2545,Infant
0.39,0.09,0.2625,Infant
0.45,0.105,0.362,Infant
0.455,0.105,0.4445,Infant
0.46,0.115,0.511,Infant
0.495,0.12,0.589,Infant
0.5,0.12,0.529,Infant
0.52,0.145,0.77,Infant
0.31,0.07,0.1245,Infant
0.315,0.075,0.1285,Infant
0.32,0.08,0.181,Infant
0.325,0.075,0.1585,Infant
0.335,0.09,0.1965,Infant
0.37,0.085,0.198,Infant
0.37,0.09,0.1855,Infant
0.375,0.085,0.2145,Infant
0.4,0.09,0.3245,Infant
0.41,0.095,0.2625,Infant
0.425,0.1,0.371,Infant
0.435,0.095,0.298,Infant
0.445,0.09,0.336,Infant
0.46,0.14,0.447,Infant
0.47,0.13,0.587,Infant
0.475,0.11,0.494,Infant
0.495,0.12,0.614,Infant
0.5,0.13,0.5075,Infant
0.5,0.12,0.5445,Infant
0.505,0.125,0.6115,Infant
0.505,0.125,0.5605,Infant
0.51,0.145,0.5775,Infant
0.51,0.125,0.5935,Infant
0.52,0.11,0.597,Infant
0.53,0.125,0.616,Infant
0.54,0.13,0.8155,Infant
0.54,0.11,0.619,Infant
0.545,0.13,0.7595,Infant
0.545,0.15,0.742,Infant
0.55,0.165,0.804,Infant
0.55,0.13,0.664,Infant
0.56,0.13,0.728,Infant
0.56,0.13,0.777,Infant
0.575,0.16,0.9895,Infant
0.585,0.135,0.855,Infant
0.59,0.125,0.755,Infant
0.59,0.145,0.9745,Infant
0.6,0.135,0.9205,Infant
0.605,0.155,0.9995,Infant
0.61,0.155,1.0485,Infant
0.61,0.16,1.1545,Infant
0.67,0.175,1.2565,Infant
0.32,0.095,0.305,Infant
0.43,0.115,0.4295,Infant
0.43,0.1,0.449,Infant
0.5,0.115,0.5745,Infant
0.535,0.135,0.775,Infant
0.595,0.165,0.9845,Infant
0.255,0.065,0.074,Infant
0.375,0.08,0.2075,Infant
0.375,0.09,0.237,Infant
0.39,0.1,0.2665,Infant
0.39,0.09,0.215,Infant
0.395,0.09,0.253,Infant
0.42,0.11,0.309,Infant
0.435,0.105,0.3535,Infant
0.435,0.105,0.335,Infant
0.44,0.105,0.3875,Infant
0.45,0.115,0.365,Infant
0.45,0.125,0.4045,Infant
0.455,0.105,0.372,Infant
0.46,0.11,0.3965,Infant
0.47,0.125,0.5225,Infant
0.475,0.11,0.456,Infant
0.495,0.1,0.44,Infant
0.495,0.115,0.507,Infant
0.5,0.135,0.5285,Infant
0.515,0.125,0.572,Infant
0.52,0.14,0.6625,Infant
0.52,0.115,0.6445,Infant
0.525,0.11,0.6275,Infant
0.535,0.145,0.6885,Infant
0.55,0.15,0.6755,Infant
0.55,0.145,0.783,Infant
0.565,0.135,0.768,Infant
0.575,0.13,0.7425,Infant
0.575,0.16,0.9175,Infant
0.59,0.145,0.974,Infant
0.62,0.16,0.907,Infant
0.225,0.05,0.0515,Infant
0.23,0.05,0.057,Infant
0.255,0.06,0.0925,Infant
0.355,0.075,0.204,Infant
0.425,0.095,0.3075,Infant
0.425,0.085,0.262,Infant
0.29,0.06,0.1115,Infant
0.3,0.065,0.1235,Infant
0.37,0.1,0.2815,Infant
0.375,0.08,0.226,Infant
0.38,0.085,0.2285,Infant
0.395,0.12,0.2995,Infant
0.41,0.105,0.361,Infant
0.415,0.115,0.3045,Infant
0.425,0.105,0.3975,Infant
0.44,0.1,0.379,Infant
0.44,0.12,0.4995,Infant
0.335,0.09,0.1835,Infant
0.18,0.08,0.033,Infant
0.215,0.055,0.059,Infant
0.2,0.04,0.046,Infant
0.275,0.065,0.1165,Infant
0.51,0.12,0.61,Infant
0.27,0.07,0.102,Infant
0.2,0.025,0.0345,Infant
0.325,0.075,0.1495,Infant
0.31,0.075,0.1515,Infant
0.295,0.075,0.116,Infant
0.48,0.125,0.523,Infant
0.32,0.08,0.1565,Infant
0.43,0.125,0.384,Infant
0.44,0.12,0.375,Infant
0.42,0.125,0.3915,Infant
0.345,0.1,0.2225,Infant
0.455,0.125,0.533,Infant
0.43,0.105,0.366,Infant
0.3,0.075,0.15,Infant
0.6,0.175,1.057,Infant
0.41,0.115,0.2595,Infant
0.485,0.12,0.5085,Infant
0.45,0.115,0.4385,Infant
0.49,0.14,0.5425,Infant
0.375,0.1,0.2565,Infant
0.55,0.135,0.8095,Infant
0.635,0.2,1.3655,Infant
0.575,0.17,0.967,Infant
0.44,0.125,0.4895,Infant
0.45,0.125,0.45,Infant
0.39,0.105,0.259,Infant
0.66,0.18,1.6935,Infant
0.54,0.145,0.97,Infant
0.495,0.145,0.515,Infant
0.47,0.16,0.51,Infant
0.49,0.115,0.683,Infant
0.47,0.105,0.468,Infant
0.445,0.13,0.4075,Infant
0.475,0.14,0.4545,Infant
0.435,0.11,0.407,Infant
0.39,0.1,0.3085,Infant
0.375,0.1,0.239,Infant
0.58,0.17,1.178,Infant
0.54,0.15,0.7585,Infant
0.44,0.115,0.3625,Infant
0.59,0.195,1.0885,Infant
0.61,0.165,1.097,Infant
0.61,0.17,1.278,Infant
0.44,0.135,0.522,Infant
0.31,0.09,0.127,Infant
0.255,0.07,0.0815,Infant
0.295,0.08,0.1,Infant
0.19,0.045,0.0265,Infant
0.35,0.11,0.209,Infant
0.34,0.075,0.1765,Infant
0.35,0.075,0.196,Infant
0.35,0.08,0.192,Infant
0.39,0.09,0.3095,Infant
0.395,0.095,0.313,Infant
0.415,0.105,0.3595,Infant
0.43,0.1,0.3855,Infant
0.48,0.115,0.5785,Infant
0.25,0.065,0.0805,Infant
0.28,0.065,0.111,Infant
0.325,0.075,0.152,Infant
0.35,0.095,0.199,Infant
0.36,0.09,0.219,Infant
0.365,0.105,0.2155,Infant
0.37,0.09,0.2565,Infant
0.375,0.09,0.257,Infant
0.38,0.095,0.2505,Infant
0.395,0.09,0.279,Infant
0.43,0.105,0.378,Infant
0.44,0.125,0.456,Infant
0.465,0.1,0.5055,Infant
0.485,0.1,0.513,Infant
0.495,0.145,0.578,Infant
0.5,0.11,0.596,Infant
0.165,0.05,0.021,Infant
0.21,0.055,0.0455,Infant
0.355,0.085,0.2435,Infant
0.4,0.085,0.2675,Infant
0.4,0.1,0.258,Infant
0.4,0.11,0.2985,Infant
0.435,0.11,0.411,Infant
0.44,0.11,0.38,Infant
0.45,0.105,0.4385,Infant
0.465,0.105,0.4015,Infant
0.47,0.145,0.4485,Infant
0.47,0.115,0.4155,Infant
0.475,0.16,0.7095,Infant
0.485,0.115,0.637,Infant
0.51,0.13,0.599,Infant
0.52,0.13,0.5345,Infant
0.215,0.055,0.041,Infant
0.24,0.06,0.0655,Infant
0.26,0.07,0.097,Infant
0.32,0.085,0.131,Infant
0.33,0.085,0.1695,Infant
0.335,0.085,0.192,Infant
0.35,0.09,0.1765,Infant
0.35,0.085,0.1735,Infant
0.36,0.075,0.1785,Infant
0.36,0.09,0.2055,Infant
0.365,0.09,0.2345,Infant
0.38,0.09,0.2305,Infant
0.4,0.115,0.314,Infant
0.4,0.09,0.33,Infant
0.4,0.1,0.2775,Infant
0.425,0.11,0.405,Infant
0.43,0.105,0.309,Infant
0.435,0.12,0.396,Infant
0.445,0.095,0.3615,Infant
0.45,0.11,0.514,Infant
0.455,0.11,0.4265,Infant
0.46,0.09,0.384,Infant
0.475,0.125,0.4865,Infant
0.475,0.135,0.4355,Infant
0.475,0.115,0.498,Infant
0.48,0.125,0.494,Infant
0.5,0.125,0.528,Infant
0.515,0.135,0.636,Infant
0.525,0.105,0.567,Infant
0.53,0.13,0.6615,Infant
0.53,0.13,0.658,Infant
0.535,0.13,0.6075,Infant
0.54,0.135,0.7025,Infant
0.55,0.155,0.8725,Infant
0.57,0.13,0.7745,Infant
0.575,0.155,0.8725,Infant
0.575,0.125,0.8515,Infant
0.58,0.14,0.9265,Infant
0.58,0.14,0.8295,Infant
0.58,0.15,0.907,Infant
0.63,0.15,1.0315,Infant
0.175,0.04,0.028,Infant
0.37,0.095,0.226,Infant
0.395,0.09,0.2855,Infant
0.42,0.11,0.325,Infant
0.455,0.11,0.514,Infant
0.495,0.115,0.5755,Infant
0.27,0.05,0.084,Infant
0.285,0.07,0.1005,Infant
0.295,0.085,0.1285,Infant
0.3,0.075,0.1345,Infant
0.3,0.065,0.1195,Infant
0.36,0.085,0.1895,Infant
0.37,0.095,0.257,Infant
0.39,0.09,0.2745,Infant
0.435,0.1,0.342,Infant
0.44,0.105,0.344,Infant
0.44,0.095,0.3275,Infant
0.445,0.12,0.4035,Infant
0.465,0.115,0.4075,Infant
0.465,0.12,0.4975,Infant
0.47,0.12,0.3685,Infant
0.475,0.105,0.4175,Infant
0.475,0.1,0.4425,Infant
0.475,0.125,0.4225,Infant
0.485,0.125,0.426,Infant
0.49,0.12,0.511,Infant
0.515,0.13,0.573,Infant
0.52,0.14,0.6385,Infant
0.525,0.125,0.657,Infant
0.53,0.13,0.781,Infant
0.53,0.14,0.6765,Infant
0.53,0.125,0.6235,Infant
0.535,0.155,0.8075,Infant
0.55,0.15,0.7915,Infant
0.55,0.14,0.753,Infant
0.55,0.135,0.717,Infant
0.555,0.15,0.783,Infant
0.575,0.145,0.872,Infant
0.575,0.15,0.983,Infant
0.585,0.14,0.7635,Infant
0.595,0.135,0.9365,Infant
0.62,0.155,0.966,Infant
0.625,0.16,1.15,Infant
0.63,0.17,1.217,Infant
0.235,0.075,0.1585,Infant
0.35,0.1,0.4015,Infant
0.36,0.115,0.465,Infant
0.38,0.095,0.2885,Infant
0.465,0.105,0.452,Infant
0.47,0.12,0.4915,Infant
0.5,0.145,0.7865,Infant
0.51,0.15,0.8415,Infant
0.275,0.065,0.101,Infant
0.285,0.07,0.106,Infant
0.36,0.085,0.1865,Infant
0.385,0.1,0.2575,Infant
0.4,0.1,0.3225,Infant
0.43,0.095,0.32,Infant
0.435,0.11,0.4155,Infant
0.45,0.115,0.3935,Infant
0.475,0.135,0.4775,Infant
0.475,0.11,0.452,Infant
0.485,0.14,0.5065,Infant
0.51,0.105,0.5525,Infant
0.515,0.12,0.565,Infant
0.52,0.14,0.699,Infant
0.525,0.14,0.6055,Infant
0.53,0.115,0.475,Infant
0.53,0.15,0.612,Infant
0.535,0.145,0.705,Infant
0.535,0.135,0.728,Infant
0.565,0.125,0.6545,Infant
0.575,0.145,0.795,Infant
0.58,0.14,0.701,Infant
0.59,0.125,0.86,Infant
0.62,0.18,1.1305,Infant
0.205,0.045,0.0495,Infant
0.305,0.075,0.1455,Infant
0.32,0.06,0.129,Infant
0.355,0.1,0.2255,Infant
0.425,0.095,0.3505,Infant
0.525,0.125,0.5655,Infant
0.35,0.095,0.221,Infant
0.38,0.095,0.2425,Infant
0.46,0.1,0.386,Infant
0.17,0.035,0.034,Infant
0.335,0.095,0.185,Infant
0.37,0.085,0.2045,Infant
0.335,0.085,0.1785,Infant
0.32,0.065,0.1385,Infant
0.33,0.075,0.1405,Infant
0.38,0.1,0.286,Infant
